tank100_temperature,tank200_temperature,tank300_temperature,tank400_temperature,tank100_pressure,tank200_pressure,tank300_pressure,tank400_pressure,tank100_station3_program_run,tank200_station3_program_run,tank300_station3_program_run,tank400_station3_program_run,tank100_station4_program_run,tank200_station4_program_run,tank300_station4_program_run,tank400_station4_program_run,tank100_station5_program_run,tank200_station5_program_run,tank300_station5_program_run,tank400_station5_program_run,tank100_station3_valve_run,tank200_station3_valve_run,tank300_station3_valve_run,all_tanks_station3_flow_rate,all_tanks_station3_quantity_selected,tank100_station4_flow_rate,tank100_station4_quantity_selected,tank200_station4_flow_rate,tank200_station4_quantity_selected,tank300_station4_quantity_selected,tank300_station4_flow_rate,tank400_station4_quantity_selected,tank400_station4_flow_rate,tank100_station5_quantity_selected,tank100_station5_flow_rate,tank200_station5_quantity_selected,tank200_station5_flow_rate,tank300_station5_quantity_selected,tank300_station5_flow_rate,tank400_station5_quantity_selected,tank400_station5_flow_rate,Timestamp
71.04901123,28.07593155,70.76451111,71.93631744,10.72944546,19.67987061,12.85267544,37.02467346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.556945801,1107,0.01,0,-0.001907349,0,0,0.023193359,0,-0.048522949,1667,-0.057220459,0,-0.050048828,1048,-0.076675415,1119,-0.045547485,4/30/24 15:43
71.0295105,28.07579422,70.7662735,71.93425751,10.186203,19.61106873,12.9376688,33.79602051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.099411011,120,0.01,0,0.002365112,0,0,0.02166748,0,-0.040588379,1667,-0.043029785,0,-0.053939819,1048,-0.077972412,1119,-0.04447937,4/30/24 15:43
71.02624512,28.07562828,70.74201965,71.95349121,10.49293423,19.70843506,12.81330776,33.2726593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.688049316,539,0.01,0,0.002975464,0,0,0.022354126,0,-0.053863525,1667,-0.046691895,0,-0.053024292,1048,-0.078964233,1119,-0.039215088,4/30/24 15:43
71.03697205,28.07700157,70.7635498,71.95776367,10.61469936,19.73483276,12.71428013,33.62466431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.759307861,1301,0.01,0,-0.000228882,0,0,0.023422241,0,-0.051116943,1667,-0.04776001,0,-0.050354004,1048,-0.080108643,1119,-0.042495728,4/30/24 15:43
71.05107117,28.07606888,70.76567078,71.97790527,10.1750946,19.61991882,12.7442627,31.97390556,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.688278198,1666,0.01,0,0.001449585,0,0,0.020599365,0,-0.052642822,1667,-0.047912598,0,-0.049819946,1048,-0.074462891,92,0.680618286,4/30/24 15:43
71.04766083,28.07540894,70.76594543,71.97990417,10.49902344,19.76318359,12.74731445,31.52297783,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.540084839,1699,0.01,0,-0.00541687,0,0,0.01953125,0,-0.048599243,1667,-0.046005249,0,-0.050888062,1048,-0.074081421,733,4.78515625,4/30/24 15:43
71.04892731,28.07985878,70.76506042,71.95820618,8.928115845,19.74375916,12.69074917,36.26046753,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.297698975,300,0.01,0,-0.00541687,0,0,0.019760132,0,-0.053024292,1667,-0.082321167,0,-0.051269531,1048,-0.077362061,1119,3.87512207,4/30/24 15:43
71.01882172,28.07466698,70.76248169,71.9588623,9.826599121,19.74255371,12.61758423,37.0188446,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14.0447998,1923,0.01,0,-0.000457764,0,0,0.020294189,0,-0.050888062,1667,-0.046386719,0,-0.052642822,1048,-0.073013306,1119,0.484466553,4/30/24 15:43
71.04903412,28.0771389,70.78269958,71.95851135,10.26095581,19.79946899,12.66908169,37.00769043,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.776245117,3163,0.01,0,-0.000915527,0,0,0.024414063,0,-0.051193237,1667,-0.04119873,0,-0.048904419,1048,-0.075912476,1119,-0.000610352,4/30/24 15:43
71.05018616,28.07749557,70.78604889,71.9573288,10.37164307,19.71708679,12.62690639,36.8818512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387634277,3186,0.01,0,0.001983643,0,0,0.024337769,0,-0.050888062,1667,-0.042037964,0,-0.043334961,1048,-0.072937012,1119,-0.033111572,4/30/24 15:43
71.05038452,28.07606888,70.7865448,71.97032166,10.37657261,19.8162384,12.6704855,36.82189941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251541138,3206,0.01,0,-0.001907349,0,0,0.024337769,0,-0.048599243,1667,-0.050735474,0,-0.054321289,1048,-0.077896118,1119,-0.032730103,4/30/24 15:43
71.04997253,28.07414627,70.7771759,71.96024323,10.8215189,19.75047302,12.65948486,36.86026001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236816406,3234,0.01,0,0.004119873,0,0,0.025024414,0,-0.054168701,1667,-0.051116943,0,-0.049209595,1048,-0.039215088,1119,-0.042572021,4/30/24 15:43
71.04659271,28.07299232,70.76638794,71.98017883,10.96859741,19.70079041,12.64303589,36.71684265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093383789,3257,0.01,0,-0.005340576,0,0,0.027999878,0,-0.046005249,1667,-0.048828125,0,-0.052032471,1048,-0.07232666,1119,-0.041885376,4/30/24 15:43
71.05210876,28.0761776,70.78349304,71.95719147,10.42695522,19.76638794,11.45639038,36.84312439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.049057007,3277,0.01,0,0.00579834,0,0,0.020599365,0,-0.049743652,1667,-0.048446655,0,-0.053405762,57,0.613021851,1119,-0.041732788,4/30/24 15:43
71.05329895,28.07680893,70.8276062,71.96716309,11.01490688,19.75784302,11.32400513,36.69062805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.024337769,3296,0.01,0,-0.002822876,0,0,0.02532959,0,-0.052947998,1667,-0.048217773,0,-0.053482056,318,2.318878174,1119,-0.040817261,4/30/24 15:43
71.04985809,28.07480431,70.78712463,72.00569916,10.527771,19.72351074,11.23532104,36.85035706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027389526,3323,0.01,0,-0.003051758,0,0,0.00579834,0,-0.054168701,1667,-0.047531128,0,-0.051574707,665,2.694473267,1119,-0.046768188,4/30/24 15:43
71.04917145,28.07573891,70.77838898,72.02305603,10.52476597,19.68940735,11.45877075,36.73599243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.032653809,3347,0.01,0,-0.001678467,0,0,0.022354126,0,-0.059509277,1667,-0.046310425,0,-0.050735474,938,2.62046814,1119,-0.057907104,4/30/24 15:43
71.04903412,28.08719254,70.80014038,72.0256958,9.758850098,19.84690857,12.70458984,36.79508972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.044555664,3415,0.01,0,-0.003051758,0,0,0.024642944,0,-0.048980713,1667,-0.0440979,0,-0.05355835,1048,-0.063934326,1119,-0.037307739,4/30/24 15:43
71.04878998,28.07579422,70.81291199,72.02481079,11.17895508,19.85871887,12.78250122,36.77906799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043487549,3432,0.01,0,-0.004119873,0,0,0.02281189,0,-0.016021729,1667,-0.046615601,0,-0.051956177,1048,-0.069198608,1119,-0.041122437,4/30/24 15:43
71.15461731,28.00616837,70.82302094,72.03884888,10.9475565,19.71350098,12.80224609,36.76573181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.039901733,3475,0.01,0,-0.003051758,0,0,0.02204895,0,-0.054321289,1667,-0.045547485,0,-0.050125122,1048,-0.075912476,1119,-0.043334961,4/30/24 15:43
71.04705811,28.07117844,70.83224487,72.05557251,10.48330688,19.08467102,12.63780308,36.76254272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.041656494,3493,0.01,0,0.011138916,0,0,0.018768311,0,-0.049972534,1667,-0.043182373,0,2.883453369,1048,-0.076446533,1119,-0.04119873,4/30/24 15:43
71.00692749,28.06782913,70.83251953,72.07054138,10.37074184,19.27571106,12.75811768,36.82292175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.038528442,3511,0.01,0,-0.006256104,0,0,0.023498535,0,-0.045318604,1667,-0.044174194,0,3.229141235,1048,-0.078277588,1119,-0.042800903,4/30/24 15:43
71.04928589,28.07483292,70.83340454,72.07304382,10.59368896,19.44755554,12.82832241,36.72250366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.033569336,3528,0.01,0,-0.00617981,0,0,0.01991272,0,-0.050048828,1667,-0.053024292,0,2.682189941,1048,-0.078735352,1119,-0.040817261,4/30/24 15:43
71.05110168,28.07546425,70.83438873,72.07293701,10.57533169,19.88946533,12.67935181,36.81950378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.041046143,3554,0.01,0,-0.000762939,0,0,0.021743774,0,-0.056304932,1667,-0.040969849,0,0.516586304,1048,-0.075836182,1119,-0.040740967,4/30/24 15:43
71.02992249,28.07568359,70.83222198,72.09191895,10.89433384,19.884552,12.87925816,36.72062683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036315918,3573,0.01,0,-0.000839233,0,0,0.023651123,0,-0.048675537,1667,-0.048141479,0,0.03364563,1048,-0.075836182,1119,-0.045089722,4/30/24 15:43
71.00618744,28.07356834,70.83403015,72.11116791,9.9581604,19.78668213,12.6895895,36.79632568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048599243,3596,0.01,0,-0.003738403,0,0,0.008239746,0,-0.051498413,1667,-0.045928955,0,-0.046005249,1048,-0.076675415,1119,-0.042266846,4/30/24 15:43
71.00045013,28.07573891,70.81368256,72.120224,11.15824986,19.76629639,12.87347412,36.68432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037155151,3614,0.01,0,-0.006637573,0,0,0.020904541,0,-0.052947998,1667,-0.044021606,0,-0.050888062,1048,-0.075454712,1119,-0.048522949,4/30/24 15:43
71.01280212,28.07560158,70.81134796,72.11990356,10.19340515,19.87991333,12.75500488,36.83839417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049438477,3636,0.01,0,-7.63E-05,0,0,0.020294189,0,-0.054626465,1667,-0.045471191,0,-0.050354004,1048,-0.07774353,1119,-0.043945313,4/30/24 15:43
71.00440979,28.07568359,70.81148529,72.11706543,10.26902866,19.83111572,12.86503696,36.73355103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.038146973,3652,0.01,0,0.003585815,0,0,0.022125244,0,-0.050354004,182,0.935211182,0,-0.050735474,1048,-0.079421997,1119,-0.044937134,4/30/24 15:43
71.00218201,28.0747776,70.81170654,72.1192627,9.939041138,19.84416199,12.79966831,36.806427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.042953491,3668,0.01,0,0.001831055,0,0,0.022277832,0,-0.05317688,1220,6.779937744,0,-0.052337646,1048,-0.084991455,1119,-0.040054321,4/30/24 15:43
71.00369263,28.07474899,70.81181335,72.11740112,10.5505228,19.86149597,12.74839878,36.74513245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.043792725,3685,0.01,0,-0.000534058,0,0,0.018768311,0,-0.057830811,1257,2.992706299,0,-0.054244995,1048,-0.077209473,1119,-0.042877197,4/30/24 15:43
71.00045013,28.07282639,70.87913513,72.11328125,11.12419224,19.81785583,12.86158657,36.77893066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.027313232,3704,0.01,0,-7.63E-05,0,0,0.023040771,0,-0.054931641,1257,0.817184448,0,-0.054702759,1048,-0.075073242,1119,-0.046768188,4/30/24 15:43
71.00531006,28.07497025,70.78794861,72.09584045,10.3237915,19.8531189,12.67547607,36.77441406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0390625,3722,0.01,0,-0.005340576,0,0,0.017929077,0,-0.051116943,1258,0.298843384,0,-0.052566528,1048,-0.077362061,1119,-0.042648315,4/30/24 15:43
71.00151825,28.07573891,70.79159546,72.09688568,10.74870396,19.84387207,12.81407261,36.77198792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04486084,3750,0.01,0,0.007400513,0,0,0.020980835,0,-0.051879883,1259,0.052032471,0,-0.048446655,1048,-0.081176758,1119,-0.046234131,4/30/24 15:44
71.00234222,28.07497025,70.78791809,72.07405853,10.52998257,19.82699585,12.75785923,36.76828003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033340454,3772,0.01,0,-0.005722046,0,0,0.018005371,0,-0.055007935,1259,-0.00793457,0,-0.052566528,1048,-0.100326538,1119,-0.043792725,4/30/24 15:44
71.00278473,28.07565689,70.78775024,72.07378387,10.92059326,19.80026245,12.79405308,36.69523621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041885376,3792,0.01,0,0.004806519,0,0,0.025024414,0,-0.050811768,1259,-0.033874512,0,-0.049972534,1048,-0.073242188,1119,-0.046920776,4/30/24 15:44
70.75954437,28.11713028,70.79514313,72.05049133,10.66478062,19.86437988,12.94664097,36.73899841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034561157,3821,0.01,0,-0.000762939,0,0,0.021286011,0,-0.050811768,1259,-0.049591064,0,-0.053405762,1048,-0.078964233,1119,-0.046386719,4/30/24 15:44
70.98127747,28.07697487,70.78074646,72.02659607,10.27601528,19.86376953,12.85145473,36.82933044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038604736,3856,0.01,0,0.002365112,0,0,0.018692017,0,-0.050735474,1259,-0.049591064,0,-0.049057007,1048,-0.079956055,1119,-0.046386719,4/30/24 15:44
70.97976685,28.07637024,70.76756287,72.00300598,10.53532505,19.75205994,12.83637905,36.68704224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038070679,3876,0.01,0,-0.00579834,0,0,0.019073486,0,-0.052947998,1259,-0.049743652,0,-0.048980713,1048,-0.07484436,1119,-0.04447937,4/30/24 15:44
70.97995758,28.07576561,70.76460266,71.95842743,10.34655762,19.92976379,12.83917236,31.85639954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.043182373,3934,0.01,0,0.007781982,0,0,0.014877319,0,-0.056152344,1259,-0.050125122,0,-0.049209595,1048,-0.079269409,587,4.425048828,4/30/24 15:44
70.98268127,28.07532692,70.74320221,71.95826721,10.12988281,19.87889099,12.79466343,36.41784668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05569458,3964,0.01,0,-0.000152588,0,0,0.022125244,0,-0.051193237,1259,-0.045166016,0,-0.051651001,1048,-0.077133179,1121,2.390823364,4/30/24 15:44
70.98045349,28.07573891,70.74246216,71.93766785,10.47380161,19.89595032,12.77685547,36.97749329,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0365448,3985,0.01,0,0.000915527,0,0,0.01914978,0,-0.050888062,1259,-0.051040649,0,-0.054473877,1048,-0.075073242,1121,0.282211304,4/30/24 15:44
70.9813385,28.07529831,70.73364258,71.93626404,9.70085144,19.91674805,12.78945923,36.7870636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.044555664,4004,0.01,0,0.003662109,0,0,0.033721924,0,-0.048446655,1259,-0.047302246,0,-0.05645752,1048,-0.07774353,1121,0.012283325,4/30/24 15:44
70.98067474,28.07540894,70.71766663,71.93508148,10.87075806,19.85546875,12.85374546,36.90338135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038223267,4023,0.01,0,0.004043579,0,0,0.01663208,0,-0.049972534,1259,-0.046768188,0,-0.054626465,1048,-0.070571899,1121,-0.036315918,4/30/24 15:44
70.980896,28.07623291,70.71911621,71.93623352,10.22010803,19.79905701,12.76651001,36.83581543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039596558,4041,0.01,0,-0.000534058,0,0,0.020294189,0,-0.048141479,1259,-0.049972534,0,-0.049285889,1048,-0.081558228,1121,-0.044174194,4/30/24 15:44
70.97891235,28.07483292,70.68920898,71.93510437,10.43940639,19.86677551,12.82798862,36.89872742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039291382,4066,0.01,0,-0.004501343,0,0,0.017471313,0,-0.050735474,1259,-0.050201416,0,-0.050201416,1048,-0.076675415,1121,-0.041503906,4/30/24 15:44
70.9786377,28.07897949,70.71916962,71.91288757,10.79278564,19.86914063,12.81404018,36.811203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043029785,4084,0.01,0,0.000305176,0,0,0.018615723,0,-0.050048828,1259,-0.047302246,0,-0.05317688,1048,-0.079650879,1121,-0.045471191,4/30/24 15:44
70.97729492,28.07793617,70.72018433,71.91638184,10.57164097,19.87492371,11.62615967,36.78039551,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.038299561,4102,0.01,0,0.000534058,0,0,0.017166138,0,-0.048599243,1259,-0.04699707,0,-0.049057007,56,0.614089966,1121,-0.042114258,4/30/24 15:44
70.97830963,28.10619736,70.70584869,71.90625,11.01101685,19.78813171,11.32965088,36.86657715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.041122437,4120,0.01,0,-0.001983643,0,0,0.014572144,0,-0.054702759,1259,-0.04699707,0,-0.051040649,383,2.422027588,1121,-0.042877197,4/30/24 15:44
70.97825623,28.0761776,70.71823883,71.88679504,9.81086731,19.8704834,11.21429443,36.82595825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.045928955,4149,0.01,0,0.0025177,0,0,0.01991272,0,-0.050811768,1259,-0.045089722,0,-0.052337646,736,2.713699341,1121,-0.043640137,4/30/24 15:44
70.98246002,28.08068275,70.71834564,71.88658142,11.21128941,19.91992188,11.82046509,36.83546448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.037460327,4169,0.01,0,-0.003738403,0,0,0.023498535,0,-0.050430298,1259,-0.050506592,0,-0.050201416,996,2.485733032,1121,-0.045928955,4/30/24 15:44
70.98503876,28.0874939,70.72065735,71.88825989,10.05422974,19.88928223,12.9095459,36.80239868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.037384033,4190,0.01,0,-0.000762939,0,0,0.013809204,0,-0.051574707,1259,-0.048446655,0,-0.056533813,1044,0.547943115,1121,-0.045166016,4/30/24 15:44
70.93554688,28.0681572,70.69775391,71.88981628,10.13821411,19.82919312,12.77770996,36.71772766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.047454834,4224,0.01,0,0.000610352,0,0,0.020065308,0,-0.046615601,1259,-0.046539307,0,-0.054550171,1044,-0.053329468,1121,-0.041656494,4/30/24 15:44
70.97982025,28.07565689,70.69590759,71.88786316,10.60386753,19.92022705,12.83361816,36.81634521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390625,4252,0.01,0,-0.00038147,0,0,0.019073486,0,-0.051956177,1259,-0.048675537,0,-0.05355835,1044,-0.070648193,1121,-0.043792725,4/30/24 15:44
70.96424866,28.07708359,70.69494629,71.88690948,10.77818394,19.94775391,12.84838867,36.74359131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048217773,4271,0.01,0,0.001831055,0,0,0.03074646,0,-0.053863525,1259,-0.046539307,0,-0.055236816,1044,-0.076751709,1121,-0.039978027,4/30/24 15:44
70.97018433,28.07595825,70.6940155,71.87075806,10.41932583,19.50271606,12.77835083,36.88169861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.043716431,4291,0.01,0,0.000305176,0,0,0.017166138,0,-0.048217773,1259,-0.050430298,0,-0.05279541,1044,-0.076217651,1121,-0.043640137,4/30/24 15:44
70.97954559,28.07719421,70.69744873,71.8115387,11.15600586,19.14454651,12.83778286,36.71112061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.032196045,4314,0.01,0,-0.003204346,0,0,0.018768311,0,-0.055084229,1259,-0.047836304,0,2.841796875,1044,-0.078735352,1121,-0.043716431,4/30/24 15:44
70.97413635,28.07658958,70.69711304,71.84249878,10.27543736,19.37385559,12.85114956,36.83636475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.038909912,4337,0.01,0,0.000305176,0,0,0.019073486,0,-0.050582886,1259,-0.045547485,0,3.103408813,1044,-0.080490112,1121,-0.040054321,4/30/24 15:44
70.98580933,28.07919884,70.6785202,71.84236145,10.51699829,19.46333313,12.82998657,36.71186829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.043716431,4356,0.01,0,-0.004577637,0,0,0.021362305,0,-0.048522949,1259,-0.077133179,0,2.547149658,1044,-0.073699951,1121,-0.043029785,4/30/24 15:44
70.98251343,28.07708359,70.67360687,71.84051514,10.40032959,19.94812012,12.75827026,36.86688232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.036239624,4377,0.01,0,0.000762939,0,0,0.01953125,0,-0.047836304,1259,-0.04776001,0,0.621261597,1044,-0.077209473,1121,-0.047454834,4/30/24 15:44
70.98149109,28.07598495,70.67099762,71.84024048,10.7100687,19.84043884,12.8850565,36.6890564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.040512085,4403,0.01,0,-0.00038147,0,0,0.021133423,0,-0.052261353,1259,-0.049667358,0,0.012969971,1044,-0.076217651,1121,-0.042114258,4/30/24 15:44
70.98177338,28.0752449,70.67456055,71.84474945,9.84425354,19.92611694,12.88407993,36.80247498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04119873,4418,0.01,0,-0.001602173,0,0,0.023193359,0,-0.049362183,1259,-0.04776001,0,-0.042572021,1044,-0.0756073,1121,-0.040664673,4/30/24 15:44
70.97911072,28.1512413,70.6416626,71.83576965,10.45605469,19.91534424,12.86404419,36.70318604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033569336,4446,0.01,0,0.000686646,0,0,0.023117065,0,-0.049591064,1259,-0.049667358,0,-0.053024292,1044,-0.075683594,1121,-0.039215088,4/30/24 15:44
70.98017883,28.07417297,70.67121887,71.81895447,11.25019741,19.81817627,12.83302212,36.83164978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047149658,4468,0.01,0,0.007019043,0,0,0.025634766,0,-0.047836304,1259,-0.045928955,0,-0.052185059,1044,-0.084228516,1121,-0.042037964,4/30/24 15:44
