ds,tank100_temperature,tank200_temperature,tank300_temperature,tank400_temperature,tank100_pressure,tank200_pressure,tank300_pressure,tank400_pressure,all_tanks_station3_flow_rate,tank100_station4_flow_rate,tank200_station4_flow_rate,tank300_station4_flow_rate,tank400_station4_flow_rate,tank100_station5_flow_rate,tank200_station5_flow_rate,tank300_station5_flow_rate,tank400_station5_flow_rate
4/30/24 15:43,71.09592288,28.07526943,70.77644628,71.96992185,10.19803457,18.78495312,12.18143175,34.46384341,0.33219766,0.01,0.00199265,0.065992,-0.050702862,0.057908824,0.027277685,0.005814304,0.05840752
4/30/24 15:43,71.09328894,28.07530537,70.77543426,71.96900734,10.20086814,18.79907639,12.18607573,34.48892427,0.332011622,0.01,0.001992798,0.06612558,-0.05067045,0.05783718,0.027193239,0.005675501,0.058199088
4/30/24 15:43,71.090655,28.07534131,70.77442224,71.96809284,10.20370171,18.81319967,12.19071971,34.51400513,0.331825584,0.01,0.001992945,0.06625916,-0.050638039,0.057765537,0.027108793,0.005536699,0.057990656
4/30/24 15:43,71.08538713,28.07541319,70.77239819,71.96626382,10.20936884,18.84144622,12.20000766,34.56416685,0.331453507,0.01,0.00199324,0.06652632,-0.050573216,0.057622251,0.026939901,0.005259094,0.057573792
4/30/24 15:43,71.08275319,28.07544913,70.77138617,71.96534931,10.21220241,18.85556949,12.20465164,34.58924771,0.331267469,0.01,0.001993387,0.0666599,-0.050540804,0.057550608,0.026855455,0.005120292,0.05736536
4/30/24 15:43,71.08011926,28.07548507,70.77037415,71.9644348,10.21503598,18.86969277,12.20929562,34.61432857,0.331081431,0.01,0.001993534,0.06679348,-0.050508393,0.057478965,0.026771009,0.00498149,0.057156928
4/30/24 15:43,71.07748532,28.075521,70.76936212,71.96352029,10.21786955,18.88381604,12.2139396,34.63940942,0.330895392,0.01,0.001993682,0.066927061,-0.050475981,0.057407322,0.026686563,0.004842687,0.056948496
4/30/24 15:43,71.07485138,28.07555694,70.7683501,71.96260578,10.22070312,18.89793932,12.21858358,34.66449028,0.330709354,0.01,0.001993829,0.067060641,-0.05044357,0.057335679,0.026602117,0.004703885,0.056740064
4/30/24 15:43,71.06694957,28.07566476,70.76531403,71.95986225,10.22920382,18.94030915,12.23251551,34.73973286,0.330151239,0.01,0.001994271,0.067461381,-0.050346335,0.057120749,0.026348779,0.004287478,0.056114768
4/30/24 15:43,71.06431563,28.0757007,70.76430201,71.95894774,10.23203739,18.95443242,12.23715949,34.76481372,0.329965201,0.01,0.001994418,0.067594961,-0.050313924,0.057049106,0.026264333,0.004148676,0.055906336
4/30/24 15:43,71.05904776,28.07577257,70.76227796,71.95711872,10.23770453,18.98267897,12.24644745,34.81497544,0.329593124,0.01,0.001994713,0.067862122,-0.050249101,0.05690582,0.026095441,0.003871071,0.055489472
4/30/24 15:43,71.05641382,28.07580851,70.76126594,71.95620421,10.2405381,18.99680225,12.25109143,34.8400563,0.329407086,0.01,0.00199486,0.067995702,-0.05021669,0.056834177,0.026010995,0.003732269,0.05528104
4/30/24 15:43,71.05377988,28.07584445,70.76025392,71.9552897,10.24337167,19.01092552,12.25573541,34.86513716,0.329221048,0.01,0.001995008,0.068129282,-0.050184278,0.056762534,0.025926549,0.003593466,0.055072608
4/30/24 15:43,71.04851201,28.07591633,70.75822987,71.95346068,10.24903881,19.03917207,12.26502337,34.91529888,0.328848971,0.01,0.001995302,0.068396442,-0.050119455,0.056619247,0.025757657,0.003315862,0.054655744
4/30/24 15:43,71.04587807,28.07595226,70.75721785,71.95254617,10.25187238,19.05329535,12.26966734,34.94037974,0.328662933,0.01,0.00199545,0.068530022,-0.050087044,0.056547604,0.025673211,0.003177059,0.054447312
4/30/24 15:43,71.04324413,28.0759882,70.75620583,71.95163166,10.25470594,19.06741862,12.27431132,34.9654606,0.328476895,0.01,0.001995597,0.068663603,-0.050054632,0.056475961,0.025588765,0.003038257,0.05423888
4/30/24 15:43,71.0406102,28.07602414,70.7551938,71.95071715,10.25753951,19.0815419,12.2789553,34.99054146,0.328290856,0.01,0.001995744,0.068797183,-0.050022221,0.056404318,0.025504319,0.002899455,0.054030448
4/30/24 15:43,71.03797626,28.07606008,70.75418178,71.94980264,10.26037308,19.09566518,12.28359928,35.01562232,0.328104818,0.01,0.001995892,0.068930763,-0.049989809,0.056332675,0.025419873,0.002760652,0.053822016
4/30/24 15:43,71.03534232,28.07609602,70.75316976,71.94888813,10.26320665,19.10978845,12.28824326,35.04070317,0.32791878,0.01,0.001996039,0.069064343,-0.049957398,0.056261032,0.025335427,0.00262185,0.053613584
4/30/24 15:43,71.03270838,28.07613196,70.75215774,71.94797362,10.26604022,19.12391173,12.29288724,35.06578403,0.327732741,0.01,0.001996186,0.069197923,-0.049924986,0.056189389,0.025250981,0.002483047,0.053405152
4/30/24 15:43,71.03007445,28.0761679,70.75114571,71.94705911,10.26887379,19.138035,12.29753122,35.09086489,0.327546703,0.01,0.001996334,0.069331503,-0.049892575,0.056117745,0.025166535,0.002344245,0.05319672
4/30/24 15:43,71.02744051,28.07620383,70.75013369,71.9461446,10.27170736,19.15215828,12.30217519,35.11594575,0.327360665,0.01,0.001996481,0.069465083,-0.049860163,0.056046102,0.025082089,0.002205443,0.052988288
4/30/24 15:43,71.02480657,28.07623977,70.74912167,71.94523009,10.27454093,19.16628155,12.30681917,35.14102661,0.327174626,0.01,0.001996628,0.069598664,-0.049827752,0.055974459,0.024997643,0.00206664,0.052779856
4/30/24 15:43,71.0195387,28.07631165,70.74709762,71.94340107,10.28020806,19.1945281,12.31610713,35.19118833,0.32680255,0.01,0.001996923,0.069865824,-0.049762929,0.055831173,0.024828751,0.001789036,0.052362992
4/30/24 15:44,71.01690476,28.07634759,70.7460856,71.94248656,10.28304163,19.20865138,12.32075111,35.21626919,0.326616512,0.01,0.00199707,0.069999404,-0.049730517,0.05575953,0.024744305,0.001650233,0.05215456
4/30/24 15:44,71.01427082,28.07638353,70.74507358,71.94157205,10.2858752,19.22277465,12.32539509,35.24135005,0.326430473,0.01,0.001997218,0.070132984,-0.049698106,0.055687887,0.024659859,0.001511431,0.051946128
4/30/24 15:44,71.01163688,28.07641946,70.74406155,71.94065754,10.28870877,19.23689793,12.33003907,35.26643091,0.326244435,0.01,0.001997365,0.070266564,-0.049665694,0.055616243,0.024575413,0.001372629,0.051737696
4/30/24 15:44,71.00900295,28.0764554,70.74304953,71.93974303,10.29154234,19.25102121,12.33468305,35.29151177,0.326058397,0.01,0.001997512,0.070400144,-0.049633283,0.0555446,0.024490967,0.001233826,0.051529264
4/30/24 15:44,71.00373507,28.07652728,70.74102549,71.93791401,10.29720948,19.27926776,12.343971,35.34167349,0.32568632,0.01,0.001997807,0.070667305,-0.04956846,0.055401314,0.024322074,0.000956222,0.0511124
4/30/24 15:44,71.00110114,28.07656322,70.74001346,71.9369995,10.30004305,19.29339103,12.34861498,35.36675435,0.325500282,0.01,0.001997954,0.070800885,-0.049536049,0.055329671,0.024237628,0.000817419,0.050903968
4/30/24 15:44,70.99319932,28.07667103,70.73697739,71.93425597,10.30854375,19.33576086,12.36254692,35.44199693,0.324942167,0.01,0.001998396,0.071201625,-0.049438814,0.055114742,0.02398429,0.000401012,0.050278672
4/30/24 15:44,70.99056539,28.07670697,70.73596537,71.93334146,10.31137732,19.34988413,12.3671909,35.46707778,0.324756129,0.01,0.001998544,0.071335205,-0.049406403,0.055043098,0.023899844,0.00026221,0.05007024
4/30/24 15:44,70.98793145,28.07674291,70.73495335,71.93242695,10.31421089,19.36400741,12.37183488,35.49215864,0.32457009,0.01,0.001998691,0.071468786,-0.049373991,0.054971455,0.023815398,0.000123408,0.049861808
4/30/24 15:44,70.98529751,28.07677885,70.73394133,71.93151244,10.31704446,19.37813068,12.37647885,35.5172395,0.324384052,0.01,0.001998838,0.071602366,-0.04934158,0.054899812,0.023730952,-1.54E-05,0.049653376
4/30/24 15:44,70.98266357,28.07681479,70.7329293,71.93059793,10.31987803,19.39225396,12.38112283,35.54232036,0.324198014,0.01,0.001998986,0.071735946,-0.049309168,0.054828169,0.023646506,-0.000154197,0.049444944
4/30/24 15:44,70.9773957,28.07688666,70.73090526,71.92876891,10.32554516,19.42050051,12.39041079,35.59248208,0.323825937,0.01,0.00199928,0.072003106,-0.049244345,0.054684883,0.023477614,-0.000431802,0.04902808
4/30/24 15:44,70.97476176,28.0769226,70.72989324,71.9278544,10.32837873,19.43462379,12.39505477,35.61756294,0.323639899,0.01,0.001999428,0.072136686,-0.049211934,0.05461324,0.023393168,-0.000570604,0.048819648
4/30/24 15:44,70.97212782,28.07695854,70.72888121,71.92693989,10.3312123,19.44874706,12.39969875,35.6426438,0.323453861,0.01,0.001999575,0.072270266,-0.049179522,0.054541597,0.023308722,-0.000709407,0.048611216
4/30/24 15:44,70.96949389,28.07699448,70.72786919,71.92602538,10.33404587,19.46287034,12.40434273,35.66772466,0.323267822,0.01,0.001999722,0.072403847,-0.049147111,0.054469953,0.023224276,-0.000848209,0.048402784
4/30/24 15:44,70.96685995,28.07703042,70.72685717,71.92511087,10.33687944,19.47699361,12.40898671,35.69280552,0.323081784,0.01,0.00199987,0.072537427,-0.049114699,0.05439831,0.02313983,-0.000987011,0.048194352
4/30/24 15:44,70.96422601,28.07706636,70.72584514,71.92419636,10.33971301,19.49111689,12.41363068,35.71788638,0.322895746,0.01,0.002000017,0.072671007,-0.049082288,0.054326667,0.023055384,-0.001125814,0.04798592
4/30/24 15:44,70.96159208,28.07710229,70.72483312,71.92328185,10.34254658,19.50524016,12.41827466,35.74296724,0.322709708,0.01,0.002000164,0.072804587,-0.049049876,0.054255024,0.022970938,-0.001264616,0.047777488
4/30/24 15:44,70.95895814,28.07713823,70.7238211,71.92236734,10.34538015,19.51936344,12.42291864,35.7680481,0.322523669,0.01,0.002000312,0.072938167,-0.049017465,0.054183381,0.022886492,-0.001403418,0.047569056
4/30/24 15:44,70.95369026,28.07721011,70.72179705,71.92053832,10.35104728,19.54760999,12.4322066,35.81820982,0.322151593,0.01,0.002000606,0.073205327,-0.048952642,0.054040095,0.0227176,-0.001681023,0.047152192
4/30/24 15:44,70.9539782,28.07719704,70.72048609,71.91879122,10.35288358,19.55181326,12.43584433,35.83110572,0.321965554,0.01,0.002000754,0.073338908,-0.048920231,0.053968452,0.022633154,-0.001819825,0.04694376
4/30/24 15:44,70.95426614,28.07718397,70.71917513,71.91704413,10.35471987,19.55601654,12.43948207,35.84400163,0.321779515,0.01,0.002000901,0.073472488,-0.04888782,0.053896808,0.022548708,-0.001958628,0.046735328
4/30/24 15:44,70.95455408,28.0771709,70.71786417,71.91529703,10.35655616,19.56021981,12.4431198,35.85689754,0.321593477,0.01,0.002001048,0.073606068,-0.048855409,0.053825165,0.022464262,-0.00209743,0.046526896
4/30/24 15:44,70.95512995,28.07714476,70.71524224,71.91180284,10.36022875,19.56862636,12.45039527,35.88268935,0.3212214,0.01,0.002001343,0.073873228,-0.048790587,0.053681879,0.022295369,-0.002375035,0.046110032
4/30/24 15:44,70.95541789,28.0771317,70.71393128,71.91005574,10.36206504,19.57282964,12.45403301,35.89558526,0.321035361,0.01,0.00200149,0.074006808,-0.048758176,0.053610236,0.022210923,-0.002513837,0.045901601
4/30/24 15:44,70.95570583,28.07711863,70.71262031,71.90830865,10.36390133,19.57703291,12.45767074,35.90848117,0.320849322,0.01,0.002001638,0.074140388,-0.048725765,0.053538593,0.022126477,-0.002652639,0.045693169
4/30/24 15:44,70.95599376,28.07710556,70.71130935,71.90656155,10.36573762,19.58123619,12.46130848,35.92137707,0.320663284,0.01,0.002001785,0.074273969,-0.048693354,0.05346695,0.022042031,-0.002791442,0.045484737
4/30/24 15:44,70.9562817,28.07709249,70.70999839,71.90481445,10.36757392,19.58543946,12.46494622,35.93427298,0.320477245,0.01,0.002001932,0.074407549,-0.048660943,0.053395306,0.021957585,-0.002930244,0.045276305
4/30/24 15:44,70.95656964,28.07707942,70.70868743,71.90306736,10.36941021,19.58964274,12.46858395,35.94716889,0.320291207,0.01,0.00200208,0.074541129,-0.048628532,0.053323663,0.021873139,-0.003069046,0.045067873
4/30/24 15:44,70.95685758,28.07706635,70.70737646,71.90132026,10.3712465,19.59384601,12.47222169,35.9600648,0.320105168,0.01,0.002002227,0.074674709,-0.048596121,0.05325202,0.021788693,-0.003207849,0.044859441
4/30/24 15:44,70.95714552,28.07705328,70.7060655,71.89957316,10.37308279,19.59804929,12.47585942,35.9729607,0.319919129,0.01,0.002002374,0.074808289,-0.04856371,0.053180377,0.021704246,-0.003346651,0.044651009
4/30/24 15:44,70.95743345,28.07704021,70.70475454,71.89782607,10.37491909,19.60225256,12.47949716,35.98585661,0.319733091,0.01,0.002002522,0.074941869,-0.048531299,0.053108734,0.0216198,-0.003485453,0.044442578
4/30/24 15:44,70.95772139,28.07702714,70.70344358,71.89607897,10.37675538,19.60645584,12.48313489,35.99875252,0.319547052,0.01,0.002002669,0.075075449,-0.048498888,0.053037091,0.021535354,-0.003624256,0.044234146
4/30/24 15:44,70.95800933,28.07701407,70.70213261,71.89433187,10.37859167,19.61065911,12.48677263,36.01164843,0.319361014,0.01,0.002002816,0.07520903,-0.048466477,0.052965448,0.021450908,-0.003763058,0.044025714
4/30/24 15:44,70.9585852,28.07698794,70.69951069,71.89083768,10.38226426,19.61906566,12.4940481,36.03744024,0.318988936,0.01,0.002003111,0.07547619,-0.048401655,0.052822161,0.021282016,-0.004040663,0.04360885
4/30/24 15:44,70.95887314,28.07697487,70.69819972,71.88909058,10.38410055,19.62326894,12.49768583,36.05033615,0.318802898,0.01,0.002003258,0.07560977,-0.048369244,0.052750518,0.02119757,-0.004179465,0.043400418
4/30/24 15:44,70.96002489,28.07692259,70.69295587,71.8821022,10.39144572,19.64008204,12.51223677,36.10191978,0.318058743,0.01,0.002003847,0.076144091,-0.0482396,0.052463946,0.020859785,-0.004734674,0.042566691
4/30/24 15:44,70.96060077,28.07689645,70.69033395,71.878608,10.3951183,19.64848859,12.51951224,36.12771159,0.317686666,0.01,0.002004142,0.076411251,-0.048174778,0.052320659,0.020690893,-0.005012279,0.042149827
4/30/24 15:44,70.96088871,28.07688338,70.68902298,71.87686091,10.39695459,19.65269186,12.52314998,36.1406075,0.317500627,0.01,0.002004289,0.076544831,-0.048142367,0.052249016,0.020606447,-0.005151081,0.041941395
4/30/24 15:44,70.96117664,28.07687031,70.68771202,71.87511381,10.39879089,19.65689513,12.52678771,36.15350341,0.317314589,0.01,0.002004437,0.076678411,-0.048109956,0.052177373,0.020522001,-0.005289884,0.041732963
4/30/24 15:44,70.96146458,28.07685724,70.68640106,71.87336671,10.40062718,19.66109841,12.53042545,36.16639931,0.31712855,0.01,0.002004584,0.076811991,-0.048077546,0.05210573,0.020437554,-0.005428686,0.041524531
4/30/24 15:44,70.96175252,28.07684417,70.6850901,71.87161962,10.40246347,19.66530168,12.53406318,36.17929522,0.316942512,0.01,0.002004731,0.076945571,-0.048045135,0.052034087,0.020353108,-0.005567488,0.0413161
4/30/24 15:44,70.96204046,28.07683111,70.68377913,71.86987252,10.40429976,19.66950496,12.53770092,36.19219113,0.316756473,0.01,0.002004879,0.077079152,-0.048012724,0.051962444,0.020268662,-0.005706291,0.041107668
4/30/24 15:44,70.9623284,28.07681804,70.68246817,71.86812543,10.40613606,19.67370823,12.54133865,36.20508703,0.316570434,0.01,0.002005026,0.077212732,-0.047980313,0.051890801,0.020184216,-0.005845093,0.040899236
4/30/24 15:44,70.96261633,28.07680497,70.68115721,71.86637833,10.40797235,19.67791151,12.54497639,36.21798294,0.316384396,0.01,0.002005173,0.077346312,-0.047947902,0.051819157,0.02009977,-0.005983895,0.040690804
4/30/24 15:44,70.96290427,28.0767919,70.67984625,71.86463123,10.40980864,19.68211478,12.54861412,36.23087885,0.316198357,0.01,0.002005321,0.077479892,-0.047915491,0.051747514,0.020015324,-0.006122698,0.040482372
4/30/24 15:44,70.96319221,28.07677883,70.67853528,71.86288414,10.41164493,19.68631806,12.55225186,36.24377476,0.316012319,0.01,0.002005468,0.077613472,-0.04788308,0.051675871,0.019930878,-0.0062615,0.04027394
4/30/24 15:44,70.96376808,28.07675269,70.67591336,71.85938994,10.41531752,19.69472461,12.55952733,36.26956657,0.315640241,0.01,0.002005763,0.077880632,-0.047818258,0.051532585,0.019761985,-0.006539105,0.039857077
4/30/24 15:45,70.96405602,28.07673962,70.67460239,71.85764285,10.41715381,19.69892788,12.56316506,36.28246248,0.315454203,0.01,0.00200591,0.078014213,-0.047785847,0.051460942,0.019677539,-0.006677907,0.039648645
4/30/24 15:45,70.96434396,28.07672655,70.67329143,71.85589575,10.4189901,19.70313116,12.5668028,36.29535839,0.315268164,0.01,0.002006057,0.078147793,-0.047753436,0.051389299,0.019593093,-0.006816709,0.039440213
4/30/24 15:45,70.9646319,28.07671348,70.67198047,71.85414865,10.4208264,19.70733443,12.57044053,36.30825429,0.315082126,0.01,0.002006205,0.078281373,-0.047721025,0.051317656,0.019508647,-0.006955512,0.039231781
4/30/24 15:45,70.96520777,28.07668735,70.66935854,71.85065446,10.42449898,19.71574098,12.577716,36.33404611,0.314710048,0.01,0.002006499,0.078548533,-0.047656203,0.051174369,0.019339755,-0.007233116,0.038814917
4/30/24 15:45,70.96549571,28.07667428,70.66804758,71.84890736,10.42633527,19.71994426,12.58135374,36.34694201,0.31452401,0.01,0.002006647,0.078682113,-0.047623792,0.051102726,0.019255308,-0.007371919,0.038606485
4/30/24 15:45,70.96607159,28.07664814,70.66542566,71.84541317,10.43000786,19.72835081,12.58862921,36.37273383,0.314151933,0.01,0.002006941,0.078949274,-0.04755897,0.05095944,0.019086416,-0.007649523,0.038189622
4/30/24 15:45,70.96664746,28.076622,70.66280373,71.84191898,10.43368044,19.73675736,12.59590468,36.39852564,0.313779855,0.01,0.002007236,0.079216434,-0.047494148,0.050816154,0.018917524,-0.007927128,0.037772758
4/30/24 15:45,70.9669354,28.07660893,70.66149277,71.84017188,10.43551674,19.74096063,12.59954241,36.41142155,0.313593817,0.01,0.002007383,0.079350014,-0.047461737,0.05074451,0.018833078,-0.00806593,0.037564326
4/30/24 15:45,70.96722334,28.07659586,70.6601818,71.83842478,10.43735303,19.74516391,12.60318015,36.42431746,0.313407778,0.01,0.002007531,0.079483594,-0.047429326,0.050672867,0.018748632,-0.008204733,0.037355894
4/30/24 15:45,70.96751127,28.07658279,70.65887084,71.83667769,10.43918932,19.74936718,12.60681788,36.43721337,0.313221739,0.01,0.002007678,0.079617174,-0.047396915,0.050601224,0.018664186,-0.008343535,0.037147462
4/30/24 15:45,70.96779921,28.07656972,70.65755988,71.83493059,10.44102561,19.75357046,12.61045562,36.45010927,0.313035701,0.01,0.002007825,0.079750754,-0.047364504,0.050529581,0.018579739,-0.008482337,0.036939031
4/30/24 15:45,70.96808715,28.07655665,70.65624892,71.83318349,10.44286191,19.75777373,12.61409335,36.46300518,0.312849662,0.01,0.002007973,0.079884334,-0.047332093,0.050457938,0.018495293,-0.00862114,0.036730599
4/30/24 15:45,70.96837509,28.07654359,70.65493795,71.8314364,10.4446982,19.76197701,12.61773109,36.47590109,0.312663624,0.01,0.00200812,0.080017915,-0.047299682,0.050386295,0.018410847,-0.008759942,0.036522167
4/30/24 15:45,70.96866303,28.07653052,70.65362699,71.8296893,10.44653449,19.76618028,12.62136882,36.48879699,0.312477585,0.01,0.002008267,0.080151495,-0.047267271,0.050314652,0.018326401,-0.008898744,0.036313735
4/30/24 15:45,70.96895096,28.07651745,70.65231603,71.82794221,10.44837078,19.77038356,12.62500656,36.5016929,0.312291546,0.01,0.002008414,0.080285075,-0.04723486,0.050243009,0.018241955,-0.009037547,0.036105303
4/30/24 15:45,70.9692389,28.07650438,70.65100507,71.82619511,10.45020708,19.77458683,12.62864429,36.51458881,0.312105508,0.01,0.002008562,0.080418655,-0.047202449,0.050171365,0.018157509,-0.009176349,0.035896871
4/30/24 15:45,70.96952684,28.07649131,70.6496941,71.82444801,10.45204337,19.7787901,12.63228203,36.52748472,0.311919469,0.01,0.002008709,0.080552235,-0.047170038,0.050099722,0.018073063,-0.009315151,0.035688439
4/30/24 15:45,70.97010271,28.07646517,70.64707218,71.82095382,10.45571595,19.78719665,12.6395575,36.55327653,0.311547392,0.01,0.002009004,0.080819395,-0.047105216,0.049956436,0.01790417,-0.009592756,0.035271576
4/30/24 15:45,70.97039065,28.0764521,70.64576121,71.81920672,10.45755225,19.79139993,12.64319524,36.56617244,0.311361353,0.01,0.002009151,0.080952976,-0.047072805,0.049884793,0.017819724,-0.009731558,0.035063144
4/30/24 15:45,70.97067859,28.07643903,70.64445025,71.81745963,10.45938854,19.7956032,12.64683297,36.57906835,0.311175315,0.01,0.002009298,0.081086556,-0.047040394,0.04981315,0.017735278,-0.009870361,0.034854712
4/30/24 15:45,70.97096653,28.07642596,70.64313929,71.81571253,10.46122483,19.79980648,12.65047071,36.59196425,0.310989276,0.01,0.002009446,0.081220136,-0.047007983,0.049741507,0.017650832,-0.010009163,0.03464628
4/30/24 15:45,70.9715424,28.07639983,70.64051736,71.81221834,10.46489742,19.80821303,12.65774618,36.61775607,0.310617199,0.01,0.00200974,0.081487296,-0.046943161,0.04959822,0.01748194,-0.010286768,0.034229416
4/30/24 15:45,70.97183034,28.07638676,70.6392064,71.81047124,10.46673371,19.8124163,12.66138391,36.63065198,0.31043116,0.01,0.002009888,0.081620876,-0.04691075,0.049526577,0.017397494,-0.01042557,0.034020984
4/30/24 15:45,70.97211828,28.07637369,70.63789544,71.80872414,10.46857,19.81661958,12.66502165,36.64354788,0.310245122,0.01,0.002010035,0.081754456,-0.046878339,0.049454934,0.017313047,-0.010564372,0.033812553
4/30/24 15:45,70.97240622,28.07636062,70.63658447,71.80697705,10.47040629,19.82082285,12.66865938,36.65644379,0.310059083,0.01,0.002010182,0.081888037,-0.046845928,0.049383291,0.017228601,-0.010703175,0.033604121
4/30/24 15:45,70.97269415,28.07634755,70.63527351,71.80522995,10.47224258,19.82502613,12.67229712,36.6693397,0.309873045,0.01,0.00201033,0.082021617,-0.046813517,0.049311648,0.017144155,-0.010841977,0.033395689
4/30/24 15:45,70.97298209,28.07633448,70.63396255,71.80348285,10.47407888,19.8292294,12.67593485,36.6822356,0.309687006,0.01,0.002010477,0.082155197,-0.046781106,0.049240005,0.017059709,-0.010980779,0.033187257
